first_name,company_name,address,city,county,Phone1,phone,website,email,Tags,Year Founded
Last minute Company,Last minute Company,ShekhCholiBulding30m St,Erbil,Iraq,7504940006,,www.lastminute.com,lastminute_travel@yahoo.com,"
  Tourism   ",2015
Latakia Co,Latakia Co,AlWizaryaAlMegkrb St,Baghdad,Iraq,7817178080,7708864442,,ali_alrawi86@yahoo.com,"
  Tourism   ",2015
Lawan Co,Lawan Co,60thm St,Erbil,Iraq,7504184242,,,,"
  Tourism   ",2015
Layla AlBayati  Co,Layla AlBayati  Co,Mansour14 RamadanNeighboring Restaurant,Baghdad,Iraq,7901591480,7700016185,, bayati_tat_co@yahoo.com,"
  Tourism   ",2015
Lebanon Co,Lebanon Co,Palestine St Baerut Sq,Baghdad,Iraq,7808657408,7709242844,,Lebanon_baghdad@yahoo.com,"
  Tourism   ",2015
Madaif Al Iraq,Madaif Al Iraq,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7715173431,7812191451,,,"
  Tourism   ",2015
Manabee Al Taeb Co,Manabee Al Taeb Co,Mansour  14Ramadan,Baghdad,Iraq,7901450373,7801964158,,allmany_hasoon@yahoo.com,"
  Tourism   ",2015
Mawwal  Co,Mawwal  Co,AlSadoon St Opp To Iraqi Airways,Baghdad,Iraq,7902269927,7706295883,,jupbag_737@yahoo.com,"
  Tourism   ",2015
Mays Al Reem Co,Mays Al Reem Co,Mansour 14 Ramadan St,Baghdad,Iraq,7701078437,7800528141,www.maysalreem.com,maysalreem@maysalreem.com,"
  Tourism   ",2015
Mesopotamia Co Ltd ,Mesopotamia Co Ltd ,Sadoon St  Opp Baghdad Hotel ,Baghdad,Iraq,7901458712,7705333023,,hani_aqeel@yahoo.com,"
  Tourism   ",2015
Miran Airlines,Miran Airlines,Eskan St,Erbil,Iraq,7507259999,7507205555,www.flymiran.com,info@miranaviation.com,"
  Tourism   ",2015
Moonline Travel Tourism Company,Moonline Travel Tourism Company,Baghdad AlSadoon St  Erbil100thm StAl Qasra Touristic Complex,Baghdad,Iraq,7503711119,7503711118,www.moonline.org,info@moonlinetravel.com,"
  Tourism   ",2015
MTS Express Company,MTS Express Company,60th m StBeside White Mosque,Erbil,Iraq,7507807000,7504454207,, mts.express@yahoo.com,"
  Tourism   ",2015
MBS Co,MBS Co,iraq,Baghdad,Iraq,7503950960,7701756740,,bassam_rawandzi@yahoo.com,"
  Tourism   ",2015
Mid Fly Co,Mid Fly Co,iraq,Erbil,Iraq,7501985698,,www.midflygroup.com,mohammed.h@midflygroup.com,"
  Tourism   ",2015
Nahla  AlJabir Co,Nahla  AlJabir Co,AlSadoon St  in front of fuel station,Baghdad,Iraq,7901184416,7702610732,,nahla_aljaber@yahoo.com,"
  Tourism   ",2015
Nefertiti For Travel  Toursim Co,Nefertiti For Travel  Toursim Co,BasrahAlgazaer StBaghdadSadoon St,Basra,Iraq,7706292202,7817690431,,nefertity_tourism@yahoo.com,"
  Tourism   ",2015
New Season Co,New Season Co,Beside Nawroz Hotel,Duhok,Iraq,7504246456,7802313566,,Newseason2007@hotmail.com,"
  Tourism   ",2015
Night of the Moon Co,Night of the Moon Co,iraq,Baghdad,Iraq,7901362943,7901669089,,halo_moon@yahoo.com,"
  Tourism   ",2015
Noor Alghari,Noor Alghari,Hay Althubat,Najaf,Iraq,7801318922,,,,"
  Tourism   ",2015
Noor AlMawred,Noor AlMawred,MansourKarkh Club Complex,Baghdad,Iraq,7808492312,7707808868,,alnoor1234567@yahoo.com,"
  Tourism   ",2015
Noor Almishkat,Noor Almishkat,hay ishtraki,Najaf,Iraq,7801020926,,,,"
  Tourism   ",2015
Nuha Co,Nuha Co,Mansour 14 Ramadan,Baghdad,Iraq,7709206459,1-5425417,,jimsc25@yahoo.com,"
  Tourism   ",2015
Nareez Co,Nareez Co,Kornesh St,Basra,Iraq,7509669559,7705777458,,nariz.co.2013@gmail.com,"
  Tourism   ",2015
Noor AlAman Co,Noor AlAman Co,Aljazaer St,Basra,Iraq,7702221650,7801116234,,noralmanconpny@yahoo.com,"
  Tourism   ",2015
Najim AlSahel Co,Najim AlSahel Co,Falestian St,Baghdad,Iraq,7700771105,7707810781,,,"
  Tourism   ",2015
Okyanus Co,Okyanus Co,100m St,Erbil,Iraq,7507776448,7507776449,www.okyanus-group.com,okyanus.ticket@yahoo.com,"
  Tourism   ",2015
Orient Bird Co,Orient Bird Co,14 Tamooz St,Basra,Iraq,7804085533,7801151950,,taeralsharq@gmail.com,"
  Tourism   ",2015
Orca Co,Orca Co,Sofy Mall,Erbil,Iraq,7508884467,7508884471,,reservations@orcatravel-iq.com,"
  Tourism   ",2015
Octagon Co,Octagon Co,Bata St,Erbil,Iraq,7504477438,,,octagon.travel@gmail.com,"
  Tourism   ",2015
Persian Iranian Travel Tourism Company,Persian Iranian Travel Tourism Company,iraq,Sulaymaniyah,Iraq,7501124142,53-3261009,,hersh_81@hotmail.com,"
  Tourism   ",2015
Papol Tourism,Papol Tourism,Gulan StSofy Mall,Erbil,Iraq,7503265612,7506869118,www.ersanturizm.com,papoltourism@hotmail.com,"
  Tourism   ",2015
Pieroz Co,Pieroz Co,Mansour14 Ramadan,Baghdad,Iraq,7906507407,7709226270,,piros2009@yahoo.com,"
  Tourism   ",2015
Pia Travel,Pia Travel,Gulan StGalleria Mall,Erbil,Iraq,7508936322,7506211188,,piatravel@hotmail.com,"
  Tourism   ",2015
Pleasure Airlines,Pleasure Airlines,Gulan StSofy Mall,Erbil,Iraq,7803093000,7508868884,www.pleasure-co.com,majd@pleasure-co.com,"
  Tourism   ",2015
Persian Iranian Travel Tourism Company,Persian Iranian Travel Tourism Company,iraq,Sulaymaniyah,Iraq,7501124142,53-3261009,,hersh_81@hotmail.com,"
  Tourism   ",2015
Perfectsky Co,Perfectsky Co,Gulan St,Erbil,Iraq,7504708860,7508990103,www.perfectskyerbil.com,info@perfectskyerbil.com,"
  Tourism   ",2015
Qanat Al Sues Co,Qanat Al Sues Co,ZayoonaAlrubaiee St,Baghdad,Iraq,7901323341,7702583395,,suescanal_travel@yahoo.com,"
  Tourism   ",2015
Qasar AlRawan Co,Qasar AlRawan Co,Zeeonah Mansour Opp Baghdad International Fair,Baghdad,Iraq,7702992389,7901382920,www.qasaralrawan.com,Qasaralrawan@yahoo.com,"
  Tourism   ",2015
Qaser AlNahrain Travel  Tourism,Qaser AlNahrain Travel  Tourism,AlMansour14 Ramadan StNear AlRibat Bakery,Baghdad,Iraq,7702207023,7812556070,www.qasrainahrain.com, info@qasrainahrain.com,"
  Tourism   ",2015
Qaser Alnajim,Qaser Alnajim,Khan almiukhdher,Najaf,Iraq,7801543522,,,,"
  Tourism   ",2015
QasrZanubia Co Ltd,QasrZanubia Co Ltd,Sadoon St ,Baghdad,Iraq,7901920861,7902815510,,qasr.zenobia@yahoo.com,"
  Tourism   ",2015
Quick Travel,Quick Travel,100m StNear Nobel Hotel,Erbil,Iraq,7504810809,7507422555,,quick_sky@yahoo.com,"
  Tourism   ",2015
Rabooa yaffa travel Tourism Company,Rabooa yaffa travel Tourism Company,Falestine St,Baghdad,Iraq,7704343421,,,,"
  Tourism   ",2015
Rahma Travel Tourism Company,Rahma Travel Tourism Company,40mSt,Erbil,Iraq,7508580535,7508570545,,rahma.country@gmail.com,"
  Tourism   ",2015
Rand Travel Tourism Company,Rand Travel Tourism Company,Saha AlSaray,Sulaymaniyah,Iraq,7707663004,7707663004,, rand.travel@hotmail.com,"
  Tourism   ",2015
RawatAltaef Co,RawatAltaef Co,Sadoon StNear Hotel Baghdad International,Baghdad,Iraq,7905505554,7808886788,,,"
  Tourism   ",2015
Red Carpet Airlines,Red Carpet Airlines,Gulan StSofy Mall,Erbil,Iraq,7501418888,7501417777,www.redcarbet.travel,info@redcarpet.travel,"
  Tourism   ",2015
Rehlat  Al Qaswaa,Rehlat  Al Qaswaa,Palestine StAlmansour St,Baghdad,Iraq,7901301935,7702736668,,rehlat_alkaswaa@yahoo.com,"
  Tourism   ",2015
Rockne Alzaitoon Co,Rockne Alzaitoon Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7813516170,7709892737,,,"
  Tourism   ",2015
Roken AlKawthar Travel  Tourism,Roken AlKawthar Travel  Tourism,Mansour 14 Ramadan,Baghdad,Iraq,7713955222,7806666020,www.rkthar.com,corneralkawthartourisn@yahoo.com,"
  Tourism   ",2015
Royal Co,Royal Co,Mansour14 Ramadan St,Baghdad,Iraq,7901310984,1-5418116,, royaltraveltourism@yahoo.com,"
  Tourism   ",2015
RubooYafa,RubooYafa,Adamiyah  Anter Sq,Baghdad,Iraq,7902221810,7706920339,,yafa_bs@yahoo.com,"
  Tourism   ",2015
Rawad Kurdistan,Rawad Kurdistan,Ankawa St,Erbil,Iraq,7506388580,7706388580,,,"
  Tourism   ",2015
Rehlat AlNajjar Co,Rehlat AlNajjar Co,AlMansoor St,Baghdad,Iraq,7906133029,7902920131,www.rehlat-alnajjar.com,alnajjar_com2000@yahoo.com,"
  Tourism   ",2015
Regai Midea Co,Regai Midea Co,Gulan St,Erbil,Iraq,7507578500,,,,"
  Tourism   ",2015
Sabah LamiSirketi Co,Sabah LamiSirketi Co,Al Wazerea,Baghdad,Iraq,7901842371,7705308011,,,"
  Tourism   ",2015
Safeer Al Fayha Co,Safeer Al Fayha Co,Aljazaer,Basra,Iraq,7709066549,7801018453,, safeer.alfayhaa@yahoo.com,"
  Tourism   ",2015
Saker Aldoha Co,Saker Aldoha Co,iraq,Najaf,Iraq,7802736081,7800006462,, aldoha.company@yahoo.com,"
  Tourism   ",2015
Salahedeen Travel Tourism Company,Salahedeen Travel Tourism Company,iraq,Sulaymaniyah,Iraq,7701207507,7711440005,,,"
  Tourism   ",2015
Sama Albaherin Co,Sama Albaherin Co,Mansour14 Ramadan St,Baghdad,Iraq,7901338662,7901868602,,albahrin_co_bgw@yahoo.com,"
  Tourism   ",2015
Saqr AlKhalijCo,Saqr AlKhalijCo,AlMansour ,Baghdad,Iraq,7901911606,7901911661,,alommaraa@yahoo.com,"
  Tourism   ",2015
Saqr AlNeel,Saqr AlNeel,AlMansour  14Ramadan,Baghdad,Iraq,7707196677,7813403737,, sq_alneel@yahoo.com,"
  Tourism   ",2015
Saudi Arabia Co,Saudi Arabia Co,Al Wazerea,Baghdad,Iraq,7801531002,7901888123,,saudaaboali2007@yahoo.com,"
  Tourism   ",2015
Shams Alrafdaeen Travel Tourism Company,Shams Alrafdaeen Travel Tourism Company,ZayounaAl Rubaie St,Baghdad,Iraq,7715479668,7811612530,,alshams_cotr@yahoo.com,"
  Tourism   ",2015
Sharazowr Travel Tourism Company,Sharazowr Travel Tourism Company,oppsite sulaymani personal Hospital ,Sulaymaniyah,Iraq,7703522225,7701574462,,,"
  Tourism   ",2015
Short Time Travel Tourism Company,Short Time Travel Tourism Company,Sarchnar St,Sulaymaniyah,Iraq,7711550077,7807080077,,shorttime_tour@yahoo.com,"
  Tourism   ",2015
Simarkh Co,Simarkh Co,Kawa St,Duhok,Iraq,7504924455,7504830034,,simarkh_co@yahoo.com,"
  Tourism   ",2015
SinaaTravel Tourism,SinaaTravel Tourism,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7703636999,7901539193,, global_airlines@yahoo.com,"
  Tourism   ",2015
Sindor Office,Sindor Office,iraq,Duhok,Iraq,7504486623,7504732404,,sindor_air@yahoo.com,"
  Tourism   ",2015
Sk Aviation ,Sk Aviation ,30m St,Erbil,Iraq,7704457089,7504457089,www.sk-avition.com,info@sk-avition.com,"
  Tourism   ",2015
Sky Tour Co,Sky Tour Co,AnkawaBeside ChurchMaryousef,Erbil,Iraq,7504476492,7504140809,, sky.tour@yahoo.com,"
  Tourism   ",2015
Sky Life Airlines,Sky Life Airlines,iraq,Baghdad,Iraq,7704452929,7504452929,www.skylife.info,info@skylife.info,"
  Tourism   ",2015
Smart Travel Tourism Company,Smart Travel Tourism Company,Salim St,Sulaymaniyah,Iraq,7706018383,7480139800,,smart.suli@gmail.com,"
  Tourism   ",2015
Smyartour Co,Smyartour Co,K R O St,Duhok,Iraq,7508876969,,www.smyartour.com,,"
  Tourism   ",2015
Smile Airlines,Smile Airlines,Gulan StSofy Mall,Erbil,Iraq,7714464455,7714454455,,smileline_aviation@yahoo.com,"
  Tourism   ",2015
Space Line Travel Tourism Company,Space Line Travel Tourism Company,salim St,Sulaymaniyah,Iraq,00964 7718838876,53-3206271,www.space-line.net,,"
  Tourism   ",2015
Star Air Travel Tourism Company,Star Air Travel Tourism Company,iraq,Baghdad,Iraq,7708102222,7711522525,,starair_aviation@yahoo.com,"
  Tourism   ",2015
Star light Airlines,Star light Airlines,Baghdad Erbil Sulamanya Basra,Baghdad,Iraq,7702881122,7504055858,,Basra@starlghtairlne.com,"
  Tourism   ",2015
Star Of The Coast Co,Star Of The Coast Co,Palestine St,Baghdad,Iraq,7704566720,7901515048,,,"
  Tourism   ",2015
Star Sky Travel Tourism Company,Star Sky Travel Tourism Company,salim St,Sulaymaniyah,Iraq,7701448481,7480131960,,starskytourism@yahoo.com,"
  Tourism   ",2015
Sky Air Co,Sky Air Co,Sharawany Road,Erbil,Iraq,7502060108,7502060109,www.skyairtravel.com,erbil@skyairtravel.com,"
  Tourism   ",2015
Ship Tourism Co,Ship Tourism Co,100m St,Erbil,Iraq,7504613730,7508783730,,shiptravel1@gmail.com,"
  Tourism   ",2015
Shurbaji Aviation,Shurbaji Aviation,iraq,Erbil,Iraq,7501883010,,,,"
  Tourism   ",2015
Star Alliance Co,Star Alliance Co,iraq,Baghdad,Iraq,7701410212,7501410212,www.starallianceiraq.com,info@starallianceiraq.com,"
  Tourism   ",2015
Sary Co,Sary Co,MosulBaghdadMansoor StDhoukShakhly St,Mosul,Iraq,7503301931,7504333412,,rahaf_dhok@yahoo.com,"
  Tourism   ",2015
Sun North Co,Sun North Co,Falestain St,Baghdad,Iraq,9647716664872,7716664873,,,"
  Tourism   ",2015
Sma AlBahrin Co,Sma AlBahrin Co,Mansoor St,Baghdad,Iraq,7901868602,7901338662,,albahrin_co_bgw@yahoo.com,"
  Tourism   ",2015
Sunny Land Co,Sunny Land Co,Sadoon St,Baghdad,Iraq,7713680600,7714478111,,sunnylandiraq@yahoo.com,"
  Tourism   ",2015
Start Airline Co,Start Airline Co,Sofy Mall,Erbil,Iraq,7503667708,7503667706,,hassanom76@yahoo.com,"
  Tourism   ",2015
Shabaq Co,Shabaq Co,Nawroz St,Erbil,Iraq,7504520111,7504420111,www.shabaqtravel.com,info@shabaqtravel.com,"
  Tourism   ",2015
Sues Canal Travel Tourism Company,Sues Canal Travel Tourism Company,ZayounaAl Rubaie St,Baghdad,Iraq,7702583395,1- 17470310,,suescanaltravel3@yahoo.com,"
  Tourism   ",2015
Sun Stone Tourism,Sun Stone Tourism,Ankawa 100m StSofy Mall,Erbil,Iraq,7507800666,7507800444,,sunstone03@gmail.com,"
  Tourism   ",2015
Sunny Land Co,Sunny Land Co,Sadoon StOpp AlSadoon Oil Station,Baghdad,Iraq,7713680600,7714478111,, sunnylandiraq@yahoo.com,"
  Tourism   ",2015
Taeb Alyasmaen,Taeb Alyasmaen,Jdeda,Najaf,Iraq,7801010557,,,,"
  Tourism   ",2015
Taha M Sadiq For Travel  Toursim Co,Taha M Sadiq For Travel  Toursim Co,Private Hospital,Sulaymaniyah,Iraq,7707745050,7707760707,,tahatravel1@gmail.com,"
  Tourism   ",2015
Taj AlKhalij,Taj AlKhalij,Mansour,Baghdad,Iraq,7809905090,7901213728,,,"
  Tourism   ",2015
TajAlqithara Co,TajAlqithara Co,Arsaat Hindyah,Baghdad,Iraq,7709610474,7903289966,,,"
  Tourism   ",2015
Tareeq AlHareer For Travel  Toursim Co,Tareeq AlHareer For Travel  Toursim Co,Karada Mayrime,Baghdad,Iraq,7901236122,7817885551,,tareeq_alhareer2012@yahoo.com,"
  Tourism   ",2015
Tareeq Almaher Travel Tourism Company,Tareeq Almaher Travel Tourism Company,Almansoor oopsite maxi mall ,Baghdad,Iraq,7711096262,7815778881,,tmt.almaher@hotmail.com,"
  Tourism   ",2015
Tarik AlTakwa Co,Tarik AlTakwa Co,Alrawan St,Najaf,Iraq,7810105333,7708788828,, altakwatourism@yahoo.com,"
  Tourism   ",2015
Teb  AlBawadi Co,Teb  AlBawadi Co,Talbya,Baghdad,Iraq,7901833901,7901390106,,m_thwaini@yahoo.com,"
  Tourism   ",2015
ThelalAlnakeel Co,ThelalAlnakeel Co,Mansour Opp Baghdad International Fair,Baghdad,Iraq,7804042235,7901219308,,thelal2009@yahoo.com,"
  Tourism   ",2015
Tigris Group of Companies,Tigris Group of Companies,Mansour  14Ramadan,Baghdad,Iraq,7901141879,7906229161,,,"
  Tourism   ",2015
Transilvania For Travel  Toursim Co,Transilvania For Travel  Toursim Co,Eskan  ,Erbil,Iraq,7504336393,66-2591511,,transtourism07@yahoo.com,"
  Tourism   ",2015
Thuraia Co,Thuraia Co,iraq,Baghdad,Iraq,7707784525,,www.hig.me,tareq.subqi@althuraia.com,"
  Tourism   ",2015
Transpoter Co,Transpoter Co,Gulan St,Erbil,Iraq,7503186264,,,dariya_trb@yahoo.com,"
  Tourism   ",2015
Travelport,Travelport,Mansour14 Ramadan St,Baghdad,Iraq,7710011552,1-5429718,,farouk@galileo-iraq.com,"
  Tourism   ",2015
Teb  AlBawadi Co,Teb  AlBawadi Co,Talbya,Baghdad,Iraq,7901833901,7901390106,,m_thwaini@yahoo.com,"
  Tourism   ",2015
Twin Tours ,Twin Tours ,Barzani St30m Minanet Sq,Erbil,Iraq,7507975121,7704775021,www.airirak.com,twin_tours@yahoo.com,"
  Tourism   ",2015
Twrest Travel Tourism Company,Twrest Travel Tourism Company,salim St,Sulaymaniyah,Iraq,7701534861,7481534861,,hiwa66@hotmail.com,"
  Tourism   ",2015
Ugur Co,Ugur Co,Ankawa,Erbil,Iraq,7503894421,7507517222,,ugurturizm_erbil@mynet.com,"
  Tourism   ",2015
Umm Al Qura Co,Umm Al Qura Co,iraq,Baghdad,Iraq,7809131977,7904702335,,um_alqura1982@yahoo.com,"
  Tourism   ",2015
Uniglobe Co,Uniglobe Co,Enghlish Village 331,Erbil,Iraq,7710296633,,www.unigloberiraq.com,lilian_uniglobe@hotmail.com,"
  Tourism   ",2015
Uosol Alkhayer ,Uosol Alkhayer ,20 Revolted St,Najaf,Iraq,7804437300,,,,"
  Tourism   ",2015
Uruk Co,Uruk Co,Mansour,Baghdad,Iraq,7704509977,7901982044,, uruktur@yahoo.com,"
  Tourism   ",2015
Vava Aviation,Vava Aviation,Gulan St,Erbil,Iraq,7503267005,7503267006,www.vava-aviation.com, info@vava-aviation.com,"
  Tourism   ",2015
Visit Tours,Visit Tours,Sultan mudhfar St ,Erbil,Iraq,7503622223,7504708222,, visit_tours@yahoo.com,"
  Tourism   ",2015
WatanAlsalam Co,WatanAlsalam Co,Near Mustansiriya University  Palestine StNear Mustansiriya University,Baghdad,Iraq,7904164334,7710933239,,watanalsam@yahoo.com,"
  Tourism   ",2015
World Tourism Co,World Tourism Co,100m St,Erbil,Iraq,7502017208,,,accounts@worldts.net,"
  Tourism   ",2015
World Tourism Co,World Tourism Co,100m St,Erbil,Iraq,7502017208,,,accounts@worldts.net,"
  Tourism   ",2015
Wow Co,Wow Co,60m StNear New City,Erbil,Iraq,7504855544,7504175544,,wow.airline@yahoo.com,"
  Tourism   ",2015
Yalsa Travel Tourism Company,Yalsa Travel Tourism Company,Sulamaniyah  Erbil Slah Aldeen ,Sulaymaniyah,Iraq,7702413390,7503710626,,info@zanst.org,"
  Tourism   ",2015
YRN Co,YRN Co,40m St,Duhok,Iraq,7504457202,7507188881,,,"
  Tourism   ",2015
Yara Co,Yara Co,60m St,Erbil,Iraq,7505907373,,,,"
  Tourism   ",2015
Zahrat AlKhaleej Apartments,Zahrat AlKhaleej Apartments,Sadoon StNear AlKhaleej Bank,Baghdad,Iraq,1-7172639,1-7183085,,,"
  Tourism   ",2015
Zahrat AlWadi Co,Zahrat AlWadi Co,iraq,Baghdad,Iraq,7901722512,7705846862,,,"
  Tourism   ",2015
Zakho ex Press,Zakho ex Press,Ibrahim Khalel St,Zakho,Iraq,7503672222,7503761483,,zakho.express@yahoo.com,"
  Tourism   ",2015
Zalan Travel Tourism Company,Zalan Travel Tourism Company,iraq,Sulaymaniyah,Iraq,7701545758,7711545758,,zalan_2011@yahoo.com,"
  Tourism   ",2015
Zedan Travel Agency,Zedan Travel Agency,Near Family Mall,Erbil,Iraq,7508955020,7507216105,,,"
  Tourism   ",2015
Zozik Aviation Gmbh,Zozik Aviation Gmbh,ErbilGulan StGalleria MallSulaymania,Erbil,Iraq,7504018333,7504017333,,zozikerbil@yahoo.com,"
  Tourism   ",2015
Abu Atheer AlHasnawy Gallery,Abu Atheer AlHasnawy Gallery,BayiaaGalleries Complex,Baghdad,Iraq,7901544197,,,,"
  Cars   ",2015
Abdullah Almawla,Abdullah Almawla,100m St,Erbil,Iraq,7701603992,7508872322,www.almawla-cars.com,,"
  Cars   ",2015
AbdulrahmanTicaret,AbdulrahmanTicaret,iraq,Zakho,Iraq,7504871065,,,,"
  Tourism   ",2015
Adnan Mohammad Rusum Co,Adnan Mohammad Rusum Co,100th m St,Erbil,Iraq,7504469860,7504652147,,adnan86cars@yahoo.com,"
  Cars   ",2015
Ahmad  J Co ,Ahmad  J Co ,100th m St,Erbil,Iraq,7504459094,7704469094,,naïf.j@yahoo.com ,"
  Cars   ",2015
Ahmed Gallery,Ahmed Gallery,BayaaGalleries Complex,Baghdad,Iraq,7905399914,7700741587,,,"
  Cars   ",2015
Ajlan Co,Ajlan Co,iraq,Basra,Iraq,7703133099,7703133034,www.ajlangrp.com,,"
  Cars   ",2015
Arata International C,Arata International C,iraq,Baghdad,Iraq,7901221788,7700616686,,ether@aratainter.com,"
  Cars   ",2015
Al Haydar Group ,Al Haydar Group ,iraq,Erbil,Iraq,7504459097,7704459097,www.alhaydargroup.com,ahmadalhayadar@ayhoo.com,"
  Cars   ",2015
Anwar Taif Khalij Car,Anwar Taif Khalij Car,14 Tamoz St,Basra,Iraq,7805151551,7703141444,,assad.askar@gmail.com,"
  Cars   ",2015
Al Haidary Company,Al Haidary Company,Makhmoor RoadCars South industry,Erbil,Iraq,7504493065,7504521848,www.alhaidary.com,alhaidary_group@yahoo.com,"
  Cars   ",2015
Alaalamyah Cars Trading Co,Alaalamyah Cars Trading Co,Hay Alzhraa St,Najaf,Iraq,7801083109,,,,"
  Cars   ",2015
AlAayad Gallery,AlAayad Gallery,Rasafah Gallerythird branch,Baghdad,Iraq,7904296096,,,,"
  Cars   ",2015
Alafalak  Company,Alafalak  Company,100th m St,Erbil,Iraq,7704614941,7508600040,,,"
  Cars   ",2015
AlAkhwan Showroom for Modern Cars Trading,AlAkhwan Showroom for Modern Cars Trading,Nehdha  Gallerymidst branch,Baghdad,Iraq,7902329857,1-8187242,,,"
  Cars   ",2015
Alam AlSayarat,Alam AlSayarat,AlRasafah gallerythird branch,Baghdad,Iraq,7903634069,7801043827,,,"
  Cars   ",2015
AlAmir Cars Showroom Trade,AlAmir Cars Showroom Trade,AlRasafah GalleryThird Branch,Baghdad,Iraq,7901915596,7702777689,,,"
  Cars   ",2015
AlAqabah Gallery,AlAqabah Gallery,BayaaGalleries Complex,Baghdad,Iraq,7901313740,1-5541666,,,"
  Cars   ",2015
AlAwaeel for Cars Trade,AlAwaeel for Cars Trade,Rasafah Gallerythird branch,Baghdad,Iraq,7903206865,7902252327,,,"
  Cars   ",2015
Albaket Cars Trading  Co,Albaket Cars Trading  Co,60m St,Sulaymaniyah,Iraq,00964 7705022221,00964 7501216431,,,"
  Cars   ",2015
AlBasraa Cars Exhibition  ,AlBasraa Cars Exhibition  ,AlRusafa Show 2nd St,Baghdad,Iraq,7901202089,7707999099,,,"
  Cars   ",2015
Albaqer Co,Albaqer Co,Ashar St,Basra,Iraq,7807766166,7817120009,,,"
  Cars   ",2015
AlAqsa ,AlAqsa ,AlRusafa Exp ,Baghdad,Iraq,7704427277,7801884623,,,"
  Cars   ",2015
AlEtikal Gallery,AlEtikal Gallery,Nahdha  GallerySecond St,Baghdad,Iraq,7901943949,7806030744,,,"
  Cars   ",2015
Alfawaz Co,Alfawaz Co,Malik Mahmood St,Sulaymaniyah,Iraq,7501159480,7480172676,,,"
  Cars   ",2015
AlIman Gallery,AlIman Gallery,AlBayaafirst St,Baghdad,Iraq,7901333056,,,,"
  Cars   ",2015
AlJawhara Gallery,AlJawhara Gallery,Bayaa Gallerymidst St,Baghdad,Iraq,7901112911,7707755500,,,"
  Cars   ",2015
AlKadir Co,AlKadir Co,iraq,Erbil,Iraq,7504452070,7704452070,,alkadirco@yahoo.com,"
  Cars   ",2015
AlKadraa,AlKadraa,Bayaa Galleries Complex,Baghdad,Iraq,7902404966,,,,"
  Cars   ",2015
AlKarada Motor,AlKarada Motor,KaradaDakhelnear Babylon Hotel,Baghdad,Iraq,7901913857,7702505932,,al_hasane1111@yahoo.com,"
  Cars   ",2015
AlKareem Gallery,AlKareem Gallery,Nahdha  GallerySecond Branch,Baghdad,Iraq,7906160049,7703943160,,,"
  Cars   ",2015
AlKasid Commercial Agencies Co Ltd HYUNDAI,AlKasid Commercial Agencies Co Ltd HYUNDAI,AlHurriyah Sq,Baghdad,Iraq,7901939421,7906843272,www.al-kasid.com,majeed.hameed@al-kasid.ae,"
  Cars   ",2015
AlMaluya AlHadeth,AlMaluya AlHadeth,Alrusafa,Baghdad,Iraq,7901327649,7804452112,,,"
  Cars   ",2015
AlMansour Iraqi Automotive co ,AlMansour Iraqi Automotive co ,100 m StNawroz St,Erbil,Iraq,7507649317,66-2278002,Al-Maluya Al-Hadeth, salem_hikal@maciraq.com,"
  Cars   ",2015
AlMouharrek Company,AlMouharrek Company,KaradaKharej,Baghdad,Iraq,7701882202,7901161706,,volvopental@almouharrek.com,"
  Cars   ",2015
AlMuhtaseb Gallery,AlMuhtaseb Gallery,BayaaGalleries Complex,Baghdad,Iraq,1-5532237,,,,"
  Cars   ",2015
AlMultaqa Co,AlMultaqa Co,iraq,Baghdad,Iraq,7902541256,,,bams980@yahoo.com,"
  Cars   ",2015
AlMurtatha,AlMurtatha,Rasafah GalleryThird Branch,Baghdad,Iraq,7901366185,7801362100,,,"
  Cars   ",2015
AlMustafa,AlMustafa,Rasafah GalleryThird Branch,Baghdad,Iraq,7901943330,1-8858008,,,"
  Cars   ",2015
