Company Name,Category,Landmark,Building,Street,City,Country,Mobile,Mobile,Email,,,,,,,,,,,Company Name,Founded,Mobile,Phone,Website,Email,Views
The First Processor ,"
 | Computers |  ",,,Almansour,Baghdad,Iraq,7901430205,7904188451,1-5424432,samer_amer79@yahoo.com,ayserco313@yahoo.com,,,,,,,,,The First Processor ,2015,7901430205,1-5424432,,samer_amer79@yahoo.com,75,,,
Today ,"
 | Computers |  ",,,iraq,Baghdad,Iraq,7704688222,, cm.today@yahoo.com,,,,,,,,,,,Today ,2015,7704688222,,, cm.today@yahoo.com,75,,,
Touch Accuracy Computer,"
 | Computers |  ",,,Alsinaa St,Baghdad,Iraq,7901878398,7902961740,,waleedharraq@yahoo.com,,,,,,,,,,Touch Accuracy Computer,2015,7901878398,,,waleedharraq@yahoo.com,79,,,
Unicorn Security system Computer,"
 | Computers |  ",,,iraq,Erbil,Iraq,7502479928,,info@unicom-security.com,,,,,,,,,,,Unicorn Security system Computer,2015,7502479928,,www.unicom-security.com,info@unicom-security.com,102,,,
Urjuwan,"
 | Computers |  ",,,Senaa St ,Baghdad,Iraq,7901536801,1-7190266,,,,,,,,,,,,Urjuwan,2015,7901536801,1-7190266,,,391,,,
Uruk Co,"
 | Computers |  ",,,Baghdad AlMansour Erbil AnkawaMuseum St,Baghdad,Iraq,7901389819,7705080020,7507376566,1-5432384,66-2253531,sarmad_salah@urukco.com,,,,,,,,Uruk Co,2015,7901389819,1-5432384,www.urukco.com,sarmad_salah@urukco.com,76,,,
Vinous,"
 | Computers |  ",,,AlMansour,Baghdad,Iraq,7901324565,7903819663,,looay69@hotmail.com ,,,,,,,,,,Vinous,2015,7901324565,,,looay69@hotmail.com ,76,,,
Vista For Co,"
 | Computers |  ",,,Ankawa,Erbil,Iraq,7504965380,7503191961,,vistaforcomputer@hotmail.com,,,,,,,,,,Vista For Co,2015,7504965380,,,vistaforcomputer@hotmail.com,91,,,
Wadi Baghdad Computer,"
 | Computers |  ",,,Alsinaa St,Baghdad,Iraq,7902858419,7703942041,,saad.wb84@yahoo.com,,,,,,,,,,Wadi Baghdad Computer,2015,7902858419,,,saad.wb84@yahoo.com,81,,,
Wajid for Co Services,"
 | Computers |  ",,,AlSenaaopp of Technology Univ,Baghdad,Iraq,7904346159,7714492528,,wajdi_company @yahoo.com,,,,,,,,,,Wajid for Co Services,2015,7904346159,,,wajdi_company @yahoo.com,75,,,
Wan Computer,"
 | Computers |  ",,,Smlim St,Sulaymaniyah,Iraq,7701396777, 53-3210465,sarwar.ibrahim@wancont.net,,,,,,,,,,,Wan Computer,2015,7701396777, 53-3210465,www.wancont.net,sarwar.ibrahim@wancont.net,90,,,
Wise Center,"
 | Computers |  ",,,BaghdadSenaa Street Opp Technology University Najaf,Baghdad,Iraq,7901316722,7708431766,7801075736,,wise_najaf2000@yahoo.com,,,,,,,,,Wise Center,2015,7901316722,,,wise_najaf2000@yahoo.com,80,,,
Wolf Computer,"
 | Computers |  ",,,Almuzafaria st,Erbil,Iraq,7504514152,00964 66-2236294,,,,,,,,,,,,Wolf Computer,2015,7504514152,00964 66-2236294,,,98,,,
Zanko Computer,"
 | Computers |  ",,,Smlim St,Sulaymaniyah,Iraq,7701531975,, zanko075@yahoo.com,,,,,,,,,,,Zanko Computer,2015,7701531975,,, zanko075@yahoo.com,88,,,
Zanyar Computer,"
 | Computers |  ",,,Near Souq Ali Namle,Sulaymaniyah,Iraq,7701520465,,ali_zmnako@yahoo.com,,,,,,,,,,,Zanyar Computer,2015,7701520465,,,ali_zmnako@yahoo.com,110,,,
Zerone  Solutions,"
 | Computers |  ",,,BaghdadAljaderya Near university ErbilAinkawa,Baghdad,Iraq,7814090012,7507574149,,sales@01solutions.com,sundus@01solutions.com,,,,,,,,,Zerone  Solutions,2015,7814090012,,,sales@01solutions.com,86,,,
Zoen,"
 | Computers |  ",,,iraq,Najaf,Iraq,7801006549,7702655055,7801985338,, loays2005@yahoo.com,hunter4ever@hotmail.com,,,,,,,,Zoen,2015,7801006549,,, loays2005@yahoo.com,85,,,
Zuhal for Computer Services,"
 | Computers |  ",,, SenaaSt OppUniversity of Tech,Baghdad,Iraq,7901503715,,abdulmuttalib@zuhal-iq.com,,,,,,,,,,,Zuhal for Computer Services,2015,7901503715,,www.zuhal-iq.com,abdulmuttalib@zuhal-iq.com,103,,,
Al Dear AlAmira Co,"
 | Haj and Umrah |  ",,,Adamiya,Baghdad,Iraq,7901970097,7704594818,,,,,,,,,,,,Al Dear AlAmira Co,2015,7901970097,,,,177,,,
Alawali Co,"
 | Computers |  ",,,Sadoun St,Baghdad,Iraq,7902762683,7709386696,,salam_alkeram@yahoo.com,,,,,,,,,,Alawali Co,2015,7902762683,,,salam_alkeram@yahoo.com,132,,,
AlBait AlAatek ,"
 | Haj and Umrah |  ",,,AlAabasya,Basra,Iraq, 7708199778,7814519688,,,,,,,,,,,,AlBait AlAatek ,2015, 7708199778,,www.albet-a2000@yahoo.com,,156,,,
Albald  Alameen ,"
 | Haj and Umrah |  ",,,Falestine St,Baghdad,Iraq,7711199915,7801118884,7708111444,,a.albaldalameen@yahoo.com,,,,,,,,,Albald  Alameen ,2015,7711199915,,,a.albaldalameen@yahoo.com,156,,,
AlHaj Kefey,"
 | Haj and Umrah |  ",,,30th m St,Erbil,Iraq,7504486451,7701508198,,,,,,,,,,,,AlHaj Kefey,2015,7504486451,,,,157,,,
AlHajra Co,"
 | Computers |  ",,,Adamiya,Baghdad,Iraq,7906119809,7902337958,,h_h1994@yahoo.com ,,,,,,,,,,AlHajra Co,2015,7906119809,,,h_h1994@yahoo.com ,110,,,
AlHani Land Co,"
 | Haj and Umrah |  ",,,Mansour14 Ramadan St,Baghdad,Iraq,7906608276,7705386145,7400134691,,hani_tours@yahoo.com,,,,,,,,,AlHani Land Co,2015,7906608276,,www.hanitravel.net,hani_tours@yahoo.com,213,,,
AlRehla Almaymouna ,"
 | Haj and Umrah |  ",,,Falestine St,Baghdad,Iraq,7901764730,7801636378,7707853111,,almaymouna@yahoo.com,,,,,,,,,AlRehla Almaymouna ,2015,7901764730,,,almaymouna@yahoo.com,123,,,
AlRawaa Co,"
 | Haj and Umrah |  ",,,Palastain St,Baghdad,Iraq,7901880718,7703984488,7905555330,,rouaatour_fly@yahoo.com,rouaatour.fly@gmail.com,,,,,,,,AlRawaa Co,2015,7901880718,,,rouaatour_fly@yahoo.com,199,,,
AlThara AlMubarak Group ,"
 | Haj and Umrah |  ",,,Palastaine St,Baghdad,Iraq,7901843817,07706073900,07905141415,,,,,,,,,,,AlThara AlMubarak Group ,2015,7901843817,,,,136,,,
Dajla Group Co ,"
 | Haj and Umrah |  ",,,14 Ramadan St ,Baghdad,Iraq,7901141879,7906229161,,,,,,,,,,,,Dajla Group Co ,2015,7901141879,,,,130,,,
Earth Diamond Co,"
 | Haj and Umrah |  ",,,Mansour14 Ramadan St,Baghdad,Iraq,7806003303,7704643000,7903439303,,earth.diamond2012@yahoo.com,,,,,,,,,Earth Diamond Co,2015,7806003303,,,earth.diamond2012@yahoo.com,118,,,
International Services For Haj ,"
 | Haj and Umrah |  ",,,iraq,Baghdad,Iraq,7801531002,7901888123,,saudaaboali2007@yahoo.com,,,,,,,,,,International Services For Haj ,2015,7801531002,,,saudaaboali2007@yahoo.com,73,,,
Karm AlBaqer,"
 | Haj and Umrah |  ",,,Alhakimyah,Basra,Iraq,7809137575,7705525727,7705557623,,msaa_msm@yahoo.com ,,,,,,,,,Karm AlBaqer,2015,7809137575,,,msaa_msm@yahoo.com ,73,,,
Kurd Tours Co,"
 | Haj and Umrah |  ",,,Muzafaria St,Erbil,Iraq,7504451937, 66-2230974,66-2234020, hhoshyars@yahoo.com,,,,,,,,,,Kurd Tours Co,2015,7504451937, 66-2230974,, hhoshyars@yahoo.com,81,,,
Noor Alghari,"
 | Haj and Umrah |  ",,,Hay Althubat,Najaf,Iraq,7801318922,,,,,,,,,,,,,Noor Alghari,2015,7801318922,,,,69,,,
Noor AlMawred,"
 | Haj and Umrah |  ",,,Mansour,Baghdad,Iraq,7707808868,7808492312,,alnoor1234567@yahoo.com,,,,,,,,,,Noor AlMawred,2015,7707808868,,,alnoor1234567@yahoo.com,94,,,
Nour Alqamer ,"
 | Haj and Umrah |  ",,,Falestine St,Baghdad,Iraq,7702965182,,,,,,,,,,,,,Nour Alqamer ,2015,7702965182,,,,70,,,
Saudi Arabia Co,"
 | Haj and Umrah |  ",,,Al Wazerea,Baghdad,Iraq,7901888123,7801531002,,saudaaboali2007@yahoo.com,,,,,,,,,,Saudi Arabia Co,2015,7901888123,,,saudaaboali2007@yahoo.com,204,,,
Shazrwan Co,"
 | Haj and Umrah |  ",,,60th m St,Erbil,Iraq,7504462900,7504453165,7504481374,, info@shazrwan.com,,,,,,,,,Shazrwan Co,2015,7504462900,,www.shazrwan.com, info@shazrwan.com,78,,,
Sure AlDafeer Co,"
 | Haj and Umrah |  ",,,AlMansour ,Baghdad,Iraq,7901551593,7809103839,7901334919,,,,,,,,,,,Sure AlDafeer Co,2015,7901551593,,,,70,,,
Taj AlKaleej Co,"
 | Haj and Umrah |  ",,,AlMansour ,Baghdad,Iraq,7901213728,7809905090,,,,,,,,,,,,Taj AlKaleej Co,2015,7901213728,,,,68,,,
AlMarbad Co,"
 | Haj and Umrah |  ",,,Adamiya AlMagrab St,Baghdad,Iraq,7901440891,7901357650, 1-4229922,almarbed@yahoo.com,,,,,,,,,,AlMarbad Co,2015,7901440891, 1-4229922,,almarbed@yahoo.com,154,,,
AlQandel Rose Co,"
 | Haj and Umrah |  ",,,Mansour14 Ramadan,Baghdad,Iraq,7702777677,7905900451,,qr.tours@yahoo.com,,,,,,,,,,AlQandel Rose Co,2015,7702777677,,,qr.tours@yahoo.com,119,,,
Adel AlBanna,"
 | Iron |  ",,,iraq,Mosul,Iraq,7709151522,,adel_albanna_co@yahoo.com,,,,,,,,,,,Adel AlBanna,2015,7709151522,,,adel_albanna_co@yahoo.com,243,,,
Abu alKhaear Co,"
 | Iron |  ",,,iraq,Basra,Iraq,7803243795,7801018679,7801084775,,abu-alkeer@abu-alkeer.com,,,,,,,,,Abu alKhaear Co,2015,7803243795,,www.abu-alkeer.com,abu-alkeer@abu-alkeer.com,279,,,
AlAkhaween Factory,"
 | Iron |  ",,,AlSheakh Omar,Baghdad,Iraq,7901434402,7901379976,,,,,,,,,,,,AlAkhaween Factory,2015,7901434402,,,,228,,,
AlMabani Steel,"
 | Iron |  ",,,iraq,Baghdad,Iraq,7710025498,7503021001,7901906006,,erbil@mabanisteel.com,,,,,,,,,AlMabani Steel,2015,7710025498,,www.mabanisteel.com,erbil@mabanisteel.com,275,,,
AlJabery Co ,"
 | Iron |  ",,,iraq,Baghdad,Iraq,7705701892,7801395600,,m_aljaber_co@yahoo.com,,,,,,,,,,AlJabery Co ,2015,7705701892,,,m_aljaber_co@yahoo.com,209,,,
Bnakha Co,"
 | Iron |  ",,,Makhmor St,Erbil,Iraq,7702704444,7701525900,7702485242,,bnakha@hotmail.com,,,,,,,,,Bnakha Co,2015,7702704444,,www.yaaqubgroup.com,bnakha@hotmail.com,230,,,
Bestoon Co,"
 | Iron |  ",,,Malik Mahmoud St,Sulaymaniyah,Iraq,7701576177,7480172070,7707671010,53-3390030,,,,,,,,,,Bestoon Co,2015,7701576177,53-3390030,www.bestoongroup.com,,254,,,
Erbil Steel Co,"
 | Iron |  ",,,Guwer Road,Erbil,Iraq,7504513151,7504351818,7504351919,662561818,662561919,info@erbilsteel.com,,,,,,,,Erbil Steel Co,2015,7504513151,662561818,www.erbilsteel.com,info@erbilsteel.com,291,,,
Ekinciler Co,"
 | Iron |  ",,,IstanbulMaslak,Baghdad,Iraq,2122907676,90 2122907675,,,,,,,,,,,,Ekinciler Co,2015,2122907676,,www.ekinciler.com,,183,,,
Haddadinco Company,"
 | Iron |  ",,,iraq,Baghdad,Iraq,7714446259,,amro@haddadinco.com,,,,,,,,,,,Haddadinco Company,2015,7714446259,,www.haddadinco.com,amro@haddadinco.com,189,,,
Kog Co,"
 | Iron |  ",,,iraq,Zakho,Iraq,7504455083,7504508829,7709117767,,koccompany@yahoo.com,koccompany@hotmail.com,,,,,,,,Kog Co,2015,7504455083,,,koccompany@yahoo.com,200,,,
Qalib Co,"
 | Iron |  ",,,60 m St ,Sulaymaniyah,Iraq,7701557013,7504369959,,info@qalib-iq.com-husen.haji@yahoo.com     ,,,,,,,,,,Qalib Co,2015,7701557013,,,info@qalib-iq.com-husen.haji@yahoo.com     ,209,,,
Zamil Steel,"
 | Iron |  ",,,AlWathiq Sq,Baghdad,Iraq,7707931153,7817820858,,khalidnaji@zamilsteel.com,,,,,,,,,,Zamil Steel,2015,7707931153,,,khalidnaji@zamilsteel.com,301,,,
AlAinqoud Sweets,"
 | Candy |  ",,,Falestine St,Baghdad,Iraq,7703413580,00964 1-4152547,,,,,,,,,,,,AlAinqoud Sweets,2015,7703413580,00964 1-4152547,,,199,,,
AlAmara  Sweets,"
 | Candy |  ",,,iraq,Erbil,Iraq,7503210077,7504710403,,,,,,,,,,,,AlAmara  Sweets,2015,7503210077,,,,343,,,
Alghasq  Sweets,"
 | Candy |  ",,,Falestine St,Baghdad,Iraq,7901678559,7901179689,,,,,,,,,,,,Alghasq  Sweets,2015,7901678559,,,,192,,,
Abo Yosif ,"
 | Candy |  ",,,Hay Alwahda,Baghdad,Iraq,7904858108,7700186168,,,,,,,,,,,,Abo Yosif ,2015,7904858108,,,,351,,,
AlForat Sweets,"
 | Candy |  ",,,Abi Gharaq St,Al Hillah,Iraq,7809113951,7811719000,,alforatdates@yahoo.com,,,,,,,,,,AlForat Sweets,2015,7809113951,,,alforatdates@yahoo.com,170,,,
Ali Alhalawane Sweets,"
 | Candy |  ",,,Karada Dakhel,Baghdad,Iraq,7707233793,,,,,,,,,,,,,Ali Alhalawane Sweets,2015,7707233793,,,,115,,,
 Abu Afif Sweets ,"
 | Candy |  ",,,Baghdad Karada Kharej AlMansour14 Ramadan Erbil 60m St,Baghdad,Iraq,7700005551,7702267651,7700005554,7507414829,1-7194471,1-7185130,abuafif@uruklink.net,,,,,,, Abu Afif Sweets ,2015,7700005551,1-7194471, www.abuafif.com,abuafif@uruklink.net,513,,,
Al Shekhani Sweets,"
 | Candy |  ",,,ErbilEinkawa  Opposite Happy Time Rest  100m StNear Family Mall,Erbil,Iraq,7504619665,66-2515527,66-2251322,,,,,,,,,,,Al Shekhani Sweets,2015,7504619665,66-2515527,,,253,,,
Abu Rafil ,"
 | Candy |  ",,,KaradaAlSharqiah Kharij,Baghdad,Iraq,7901840070,1-7785479,abu_rafil@yahoo.com,,,,,,,,,,,Abu Rafil ,2015,7901840070,1-7785479,,abu_rafil@yahoo.com,241,,,
AlAmeer ,"
 | Candy |  ",,,Baghdad Aljadyda,Baghdad,Iraq,7902763971,,,,,,,,,,,,,AlAmeer ,2015,7902763971,,,,193,,,
AlRebat ,"
 | Candy |  ",,,Alamrya Almansour,Baghdad,Iraq,7809776060,1-5550647,1-5439354,,,,,,,,,,,AlRebat ,2015,7809776060,1-5550647,,,102,,,
AlHaj Joad Bakar alShakrji,"
 | Candy |  ",,,Karada Kharij,Baghdad,Iraq,7700882000,7902221318,,,,,,,,,,,,AlHaj Joad Bakar alShakrji,2015,7700882000,,,,167,,,
AlReef Cake,"
 | Candy |  ",,,Arsat St,Baghdad,Iraq,7709991515,,,,,,,,,,,,,AlReef Cake,2015,7709991515,,,,107,,,
AlHalwani Sweets,"
 | Candy |  ",,,Karada Dakhel,Baghdad,Iraq,7901773739,,,,,,,,,,,,,AlHalwani Sweets,2015,7901773739,,,,154,,,
AlKhasski Sweet,"
 | Candy |  ",,,Hay AlJamaa StJadreyah,Baghdad,Iraq,7600004112,7600007185,,alkhasski.ikuan@yahoo.com,,,,,,,,,,AlKhasski Sweet,2015,7600004112,,,alkhasski.ikuan@yahoo.com,118,,,
AlHallab Sweets,"
 | Candy |  ",,,Arsaat Alhindya,Baghdad,Iraq,7901171997,1-7180895,,,,,,,,,,,,AlHallab Sweets,2015,7901171997,1-7180895,,,155,,,
Ashtar Sweets,"
 | Candy |  ",,,Gulan St,Erbil,Iraq,7504246667,66-2576667,,,,,,,,,,,,Ashtar Sweets,2015,7504246667,66-2576667,,,126,,,
AlShakarchee Sweet,"
 | Candy |  ",,,Karbalaahay Alnakeeb,Baghdad,Iraq,7801003848,7702751222,7801014450,,,,,,,,,,,AlShakarchee Sweet,2015,7801003848,,,,92,,,
Beyzade,"
 | Candy |  ",,,Iskan Ronaki cad,Erbil,Iraq,7507847878,7503096236,,beyzadebilgi@hotmail.com,,,,,,,,,,Beyzade,2015,7507847878,,,beyzadebilgi@hotmail.com,117,,,
Bakery City,"
 | Candy |  ",,,Karada62 St,Baghdad,Iraq,7821213737,7718613625,,,,,,,,,,,,Bakery City,2015,7821213737,,,,93,,,
Karimi Kok Sweets,"
 | Candy |  ",,,30m St,Erbil,Iraq,00964 7504175859,,,,,,,,,,,,,Karimi Kok Sweets,2015,00964 7504175859,,,,100,,,
Khaton Sweets,"
 | Candy |  ",,,Souq Alaasra,Sulaymaniyah,Iraq,00964 7701522850,,,,,,,,,,,,,Khaton Sweets,2015,00964 7701522850,,,,99,,,
King Sweets ,"
 | Candy |  ",,,40m St,Duhok,Iraq,7502109292,7504727045,7504409293,,,,,,,,,,,King Sweets ,2015,7502109292,,,,87,,,
Kwestan Sweets,"
 | Candy |  ",,,Souq Alaasra,Sulaymaniyah,Iraq,7701501485, 53-3206153,,,,,,,,,,,,Kwestan Sweets,2015,7701501485, 53-3206153,,,96,,,
Malcon ,"
 | Candy |  ",,,Ankawa ,Erbil,Iraq,7507374152,,,,,,,,,,,,,Malcon ,2015,7507374152,,,,87,,,
Mill Bakery,"
 | Candy |  ",,,Arsaat AlHindiya,Baghdad,Iraq,1-7193967,1-7181895,,,,,,,,,,,,Mill Bakery,2015,,1-7193967,,,77,,,
Mandarin Ghrawi Sweets,"
 | Candy |  ",,,Karada Kharej,Baghdad,Iraq,7901604126,7702504521,1-7780083,mandaringhrawi@yahoo.com,,,,,,,,,,Mandarin Ghrawi Sweets,2015,7901604126,1-7780083,,mandaringhrawi@yahoo.com,75,,,
Naseer ,"
 | Candy |  ",,,Besid Mosque Khanzdar,Erbil,Iraq,7504465179,,,,,,,,,,,,,Naseer ,2015,7504465179,,,,92,,,
Nazek Sweets,"
 | Candy |  ",,,Einkawa  near Cazino Anter,Erbil,Iraq,7507341393,66-2224813,,,,,,,,,,,,Nazek Sweets,2015,7507341393,66-2224813,,,83,,,
Royal City,"
 | Candy |  ",,,40m St,Duhok,Iraq,7504885999,7504130713,,,,,,,,,,,,Royal City,2015,7504885999,,,,74,,,
Rojhalat Sweets,"
 | Candy |  ",,,iraq,Erbil,Iraq,7503111380,7503111381,66-2530313,,,,,,,,,,,Rojhalat Sweets,2015,7503111380,66-2530313,,,90,,,
Sham Sweets and Kunafa,"
 | Candy |  ",,,Karada Kharaj,Baghdad,Iraq,7906105746,7701509732,,,,,,,,,,,,Sham Sweets and Kunafa,2015,7906105746,,,,72,,,
Saad Sweets and pastries,"
 | Candy |  ",,,ZeounaNear Dar AlAzya Aliraqi Jadrya,Baghdad,Iraq,7701187835,,,,,,,,,,,,,Saad Sweets and pastries,2015,7701187835,,,,72,,,
Shaker Al Hmadane,"
 | Candy |  ",,,Mansour14 Ramadan,Baghdad,Iraq,7805593020,1-5416047,1-5430902,manar_ice@yahoo.com,,,,,,,,,,Shaker Al Hmadane,2015,7805593020,1-5416047,,manar_ice@yahoo.com,73,,,
Shayan Sweets,"
 | Candy |  ",,,Shorsh St,Erbil,Iraq,7504730538,7504497909,66-2582522,shayan.com2007@yahoo.com,,,,,,,,,,Shayan Sweets,2015,7504730538,66-2582522,,shayan.com2007@yahoo.com,90,,,
Shirin Shadi,"
 | Candy |  ",,,iraq,Sulaymaniyah,Iraq,7701549845,7701434413,,,,,,,,,,,,Shirin Shadi,2015,7701549845,,,,84,,,
Vanilla Sweets,"
 | Candy |  ",,,JadriyaBabylon Hotel St,Baghdad,Iraq,7804911535, 1-7785344,halshabibi@yahoo.co.uk,,,,,,,,,,,Vanilla Sweets,2015,7804911535, 1-7785344,,halshabibi@yahoo.co.uk,84,,,
Adwa Aliraq,"
 | Services |  ",,,Factory St,Karbala,Iraq,7802657401,,,,,,,,,,,,,Adwa Aliraq,2015,7802657401,,,,207,,,
Agility ,"
 | Services |  ",,,AnkawaAshty Quarter Erbil,Erbil,Iraq,7707120219, 66-2252427, jswanson@agilitylogistics.com,,,,,,,,,,,Agility ,2015,7707120219, 66-2252427,www.agilitylogistics.com, jswanson@agilitylogistics.com,319,,,
Aisg ,"
 | Services |  ",,,Baradiah,Basra,Iraq,7901763537,7703170424,7400145940,, adel@aisginc.com,,,,,,,,,Aisg ,2015,7901763537,,www.aisginc.com, adel@aisginc.com,307,,,
Alabdal ,"
 | Services |  ",,,hay salam ,Najaf,Iraq,7902161071,,,,,,,,,,,,,Alabdal ,2015,7902161071,,,,165,,,
Alatyab,"
 | Services |  ",,,hay aljamea,Najaf,Iraq,7801240878,,,,,,,,,,,,,Alatyab,2015,7801240878,,,,141,,,
AlBaider Company,"
 | Services |  ",,,Alsameer,Basra,Iraq,7706006888,7812882888,, info@albaider.com,,,,,,,,,,AlBaider Company,2015,7706006888,,www.albaider.com, info@albaider.com,192,,,
AlFared For Engineering Services  Industrial,"
 | Services |  ",,,iraq,Baghdad,Iraq,1-8851581,,,,,,,,,,,,,AlFared For Engineering Services  Industrial,2015,,1-8851581,,,101,,,
Albaraa For ProjectsEngineering Services,"
 | Services |  ",,,iraq,Baghdad,Iraq,7712226699,,kamil@bara-eng.com,kamil_shawaili@yahoo.com,,,,,,,,,,Albaraa For ProjectsEngineering Services,2015,7712226699,,,kamil@bara-eng.com,106,,,
AlHaddad Engineering Bureau,"
 | Services |  ",,,Ankawa,Erbil,Iraq, 7504346186,7705325669, 66-2564376, emadhaddad2004@yahoo.com,,,,,,,,,,AlHaddad Engineering Bureau,2015, 7504346186, 66-2564376,, emadhaddad2004@yahoo.com,134,,,
AlJanabi  Service Group,"
 | Services |  ",,,iraq,Baghdad,Iraq,7901404546,7506957111,,info@mjanabigroup.com,janabi.group@yahoo.com,,,,,,,,,AlJanabi  Service Group,2015,7901404546,,www.mjanabigroup.com,info@mjanabigroup.com,87,,,
AlMaha Distribution,"
 | Services |  ",,,Ankawa,Erbil,Iraq,7507050075,7707612995,66- 2560015,arbeel.sales@almahaco.com,,,,,,,,,,AlMaha Distribution,2015,7507050075,66- 2560015,,arbeel.sales@almahaco.com,122,,,
AlMawsam Rose For Cake Weeding Rose,"
 | Services |  ",,,BaghdadHotel Almansoor Mella Falestine StHotel Sheraton,Baghdad,Iraq,7901615840,7704429824,,,,,,,,,,,,AlMawsam Rose For Cake Weeding Rose,2015,7901615840,,,,82,,,
AlMunthir Co For Engineering Services ,"
 | Services |  ",,,Hay Adan,Najaf,Iraq,7708041018,,nbaker@almunthir-eng.com,,,,,,,,,,,AlMunthir Co For Engineering Services ,2015,7708041018,,,nbaker@almunthir-eng.com,89,,,
AlMunthir Co For Engineering Services ,"
 | Services |  ",,,Hay Adan,Najaf,Iraq,7708041018,,nbaker@almunthir-eng.com,,,,,,,,,,,AlMunthir Co For Engineering Services ,2015,7708041018,,,nbaker@almunthir-eng.com,81,,,
Alrajeh Institute For Training Studies,"
 | Services |  ",,,Aljadriiya,Baghdad,Iraq, 7903457893,7901875633,,alrajeh_in@yahoo.com,,,,,,,,,,Alrajeh Institute For Training Studies,2015, 7903457893,,www.alrajeh-arf-iq.com,alrajeh_in@yahoo.com,88,,,
AlRasheed Office,"
 | Services |  ",,,Al Seanik,Baghdad,Iraq, 1-7182268,,,,,,,,,,,,,AlRasheed Office,2015,, 1-7182268,,,80,,,
AlShoalaCoReliable Professional Manpower Services,"
 | Services |  ",,,Almansour14 Ramadan St,Baghdad,Iraq,7812331881,7902432567,7702862388,, alshoala.iraq@yahoo.com,,,,,,,,,AlShoalaCoReliable Professional Manpower Services,2015,7812331881,,www.gulfjobs.bh, alshoala.iraq@yahoo.com,94,,,
Altayyar Co,"
 | Services |  ",,,Shoresh StOpp To Petrol Station of Shoresh77 Co,Erbil,Iraq,7504455151,,altayyarco77@yahoo.com,,,,,,,,,,,Altayyar Co,2015,7504455151,,www.altayyaco.com,altayyarco77@yahoo.com,102,,,
AlYaseen Office For Processing boilers,"
 | Services |  ",,,Industrial Awiridj Sinak,Baghdad,Iraq,7702417198,7805565887,7901386505,,yassen_co@yahoo.com,,,,,,,,,AlYaseen Office For Processing boilers,2015,7702417198,,,yassen_co@yahoo.com,85,,,
Antiq Hawler Hall,"
 | Services |  ",,,Araas St,Erbil,Iraq,7504463169,7504896785,7504153442, 66-2222925,hawler_antiq@yahoo.com,,,,,,,,,Antiq Hawler Hall,2015,7504463169, 66-2222925,,hawler_antiq@yahoo.com,105,,,
Ard Aldur,"
 | Services |  ",,,hay alsaad,Najaf,Iraq,7806899306,,,,,,,,,,,,,Ard Aldur,2015,7806899306,,,,70,,,
Abo AlKheer Co,"
 | Services |  ",,,iraq,Baghdad,Iraq,7803243795,7801018679,,abu-alkeer@abu-alkeer.com,,,,,,,,,,Abo AlKheer Co,2015,7803243795,,www.abu-alkeer.com,abu-alkeer@abu-alkeer.com,242,,,
AlMasaha ,"
 | Services |  ",,,Arsat St,Baghdad,Iraq,7901328852,,gm@almasaha.com,,,,,,,,,,,AlMasaha ,2015,7901328852,,www.almasaha.com,gm@almasaha.com,82,,,
AlFaed Co,"
 | Services |  ",,,Karada Dakhel,Baghdad,Iraq,7704566569,7905511105,,r_w1970@yahoo.com,,,,,,,,,,AlFaed Co,2015,7704566569,,,r_w1970@yahoo.com,88,,,
Arison,"
 | Services |  ",,,60th m St,Erbil,Iraq,7709130935,66-2232120,,,,,,,,,,,,Arison,2015,7709130935,66-2232120,,,100,,,
Asfor Aljanaa Flowers,"
 | Services |  ",,,Mansour14 Ramadan,Baghdad,Iraq,7901328166,7700055291,7702939391,7902472225,,,,,,,,,,Asfor Aljanaa Flowers,2015,7901328166,,,,75,,,
Asharq Research Center,"
 | Services |  ",,,iraq,Baghdad,Iraq,7901107640,,haitham@asharqcenter.org,haitham@asharqcenter.com,,,,,,,,,,Asharq Research Center,2015,7901107640,,www.asharqcenter.com,haitham@asharqcenter.org,72,,,
Almansour Office,"
 | Services |  ",,,14 Ramdan St,Baghdad,Iraq,7711188773,,md@mo4iaiq.com,,,,,,,,,,,Almansour Office,2015,7711188773,,,md@mo4iaiq.com,82,,,
Aymen Mahdi AlJuboori Company,"
 | Services |  ",,,iraq,Baghdad,Iraq,7901434230,7800200200,7704449988,7400154993,jebouri1@yahoo.com,law.firm@aljuboori.com,,,,,,,,Aymen Mahdi AlJuboori Company,2015,7901434230,7400154993,www.aljuboori.net,jebouri1@yahoo.com,80,,,
Bates Pan Gulf,"
 | Services |  ",,,iraq,Baghdad,Iraq,7819188866,7713653356,,hayder@bpgiraq.com.,,,,,,,,,,Bates Pan Gulf,2015,7819188866,,www.batespangulf.com,hayder@bpgiraq.com.,74,,,
Baghdad Center ,"
 | Services |  ",,,Falestian St,Baghdad,Iraq,7905888372,7707790639,,universityusm@yahoo.com,,,,,,,,,,Baghdad Center ,2015,7905888372,,,universityusm@yahoo.com,71,,,
Basra  Employment Co,"
 | Services |  ",,,Ashar St,Basra,Iraq,7400500302,7700779009,,,,,,,,,,,,Basra  Employment Co,2015,7400500302,,,,86,,,
Coffey,"
 | Services |  ",,,iraq,Basra,Iraq,7801007904,,ramzi@coffeyme.com,,,,,,,,,,,Coffey,2015,7801007904,,www.coffey.com,ramzi@coffeyme.com,81,,,
